id,title,author,book_category_id,created_at,updated_at,slug,isbn,subtitle,subjects,cover_photo_url
1431,User Stories Applied, Mike Cohn,8,NULL,12/08/2013 21:45,user-stories-applied--2,321205685,For Agile Software Development (The Addison-Wesley Signature Series),"Software engineering, Software Development, Computers, Computers - Languages / Programming, Computer Books: Web Programming, Programming - Software Development, Computers / Programming / Software Development, Computer software, Development",http://covers.openlibrary.org/b/id/193014-M.jpg
1478,User Stories Applied, Mike Cohn,7,NULL,15/08/2013 07:41,user-stories-applied,321205685,For Agile Software Development (The Addison-Wesley Signature Series),"Software engineering, Software Development, Computers, Computers - Languages / Programming, Computer Books: Web Programming, Programming - Software Development, Computers / Programming / Software Development, Computer software, Development",http://covers.openlibrary.org/b/id/193014-M.jpg
1284,Macromedia Flash MX 2004, Jen deHaan,5,NULL,15/08/2013 07:49,macromedia-flash-mx-2004,321213424,Training from the Source,"Internet languages, Multimedia, Computers, Computers - Desktop Publishing, Computer Books: General, Computer Graphics - General, Internet - Web Site Design, Computers / Computer Animation, Computer Animation, Design, Flash (Computer file), Web sites",http://covers.openlibrary.org/b/id/193056-M.jpg
1285,Macromedia Flash MX 2004 ActionScript," Derek Franklin,  Jobe Makar",5,NULL,15/08/2013 07:50,macromedia-flash-mx-2004-actionscript,321213432,Training from the Source,"Internet languages, Multimedia, Computer Programming Languages, Computers, Computers - Desktop Publishing, Computer Books And Software, Computer Graphics - Flash, Desktop Publishing - General, Computers / Computer Animation, Computer Graphics - General, P",http://covers.openlibrary.org/b/id/193058-M.jpg
1629,Effective C#, Bill Wagner,1,NULL,18/08/2013 10:55,effective-c--2,321245660,50 Specific Ways to Improve Your C# (Effective Software Development),"C & Visual C, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming Languages - C#, Computers / Programming Languages / C#, C# (Computer language), C# (Computer program language)",http://covers.openlibrary.org/b/id/193237-M.jpg
1385,Extreme Programming Explained," Kent Beck,  Cynthia Andres",8,NULL,12/08/2013 22:13,extreme-programming-explained,321278658,Embrace Change (2nd Edition) (The XP Series),"Computer Programming, Software Development, Computers, Computers - General Information, Computer Books: General, Programming - General, Computers / Programming / General, General, Computer software, Development, eXtreme programming",http://covers.openlibrary.org/b/id/193443-M.jpg
1280,Adobe Photoshop CS2 Classroom in a Book, Adobe Systems Inc.,5,NULL,17/08/2013 08:25,adobe-photoshop-cs2-classroom-in-a-book,321321847,,"Photoshop, Desktop Publishing, Microcomputer Graphics, Computers, Computers - Other Applications, Computer Books: General, Computer Graphics - Photoshop, Computers / Computer Graphics / General, Computer Graphics - Game Programming, Desktop Publishing - General, Interactive & Multimedia, Adobe Photoshop, Adobe Photoshop (Computer software), Computer graphics",http://covers.openlibrary.org/b/id/193630-M.jpg
1301,Don't Make Me Think, Steve Krug,5,NULL,15/08/2013 07:48,don-t-make-me-think,321344758,"A Common Sense Approach to Web Usability, 2nd Edition","World Wide Web (WWW), Computers, Computer - Internet, Computer Books: Web Publishing, Internet - Web Site Design, Computers / Internet / Web Site Design, Internet - World Wide Web, Design, Web site development, Web sites",http://covers.openlibrary.org/b/id/193783-M.jpg
1844,How to break Web software, James A. Whittaker,7,22/05/2012 09:37,15/08/2013 07:19,how-to-break-web-software,321369440,functional and security testing of Web applications and Web services,"Computer software -- Testing., World Wide Web., Computer networks -- Security measures.",http://covers.openlibrary.org/b/id/193874-M.jpg
1419,Implementing Lean Software Development," Mary Poppendieck,  Tom Poppendieck",8,NULL,14/08/2013 17:57,implementing-lean-software-development,321437381,From Concept to Cash (The Addison-Wesley Signature Series),"Software engineering, Production management, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming - Software Development, Computers / Programming / Software Development, Computer software, Development",http://covers.openlibrary.org/b/id/194063-M.jpg
1704,The Old New Thing, Raymond Chen,1,NULL,18/08/2013 12:00,the-old-new-thing,321440307,Practical Development Throughout the Evolution of Windows,"Microsoft Windows, Microcomputer Operating Environments, Software Development, Computers, Computers - Languages / Programming, Computer Books: Operating Systems, Operating Systems - Windows, Programming - Systems Analysis & Design, Computers / Programming / Systems Analysis & Design, Programming - Software Development, Computer software, Development, Operating systems (Computers), Computer Books: Languages",http://covers.openlibrary.org/b/id/194071-M.jpg
1834,Beginning Game Development with Python and Pygame, Will McGugan,4,09/05/2012 15:41,17/08/2013 09:37,beginning-game-development-with-python-and-pygame,1590598725,From Novice to Professional (Beginning from Novice to Professional),"Computer games, Computers, Computers - Games, Computers - Languages / Programming, Computer Books: General, Computer Graphics - Game Programming, Programming - Software Development, Computers / Programming / Software Development, Programming - General",http://covers.openlibrary.org/b/id/1971233-M.jpg
1354,Practical Apache Struts 2 Web 2.0 Projects (Practical Projects), Ian Roughley,2,NULL,14/08/2013 17:26,practical-apache-struts-2-web-2-0-projects-practical-projects--2,1590599039,,"Internet, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming - Software Development, Computers / Programming / Software Development, Programming - General, Programming Languages - Java",http://covers.openlibrary.org/b/id/1971243-M.jpg
1364,Practical Apache Struts 2 Web 2.0 Projects (Practical Projects), Ian Roughley,2,NULL,12/08/2013 20:58,practical-apache-struts-2-web-2-0-projects-practical-projects,1590599039,,"Internet, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming - Software Development, Computers / Programming / Software Development, Programming - General, Programming Languages - Java",http://covers.openlibrary.org/b/id/1971243-M.jpg
1393,Painless Project Management with FogBugz, Mike Gunderloy,8,NULL,12/08/2013 22:03,painless-project-management-with-fogbugz,1590599144,,"Project management software, Computers, Computers - General Information, Computers - Languages / Programming, Computer Books: Languages, Programming - Software Development, Project Management, Computers / Programming / Software Development, Programming - ",http://covers.openlibrary.org/b/id/1971245-M.jpg
1717,MCSA/MCSE Exam 70-291 Study Guide and Training System," Dr. Thomas W. Shinder,  Dan Douglas,  Hal Kurz,  Syngress Media,  Thomas W. Shinder,  Debra Littlejohn Shinder",1,NULL,18/08/2013 11:49,mcsa-mcse-exam-70-291-study-guide-and-training-system,1931836922,"Implementing, Managing, and Maintaining a Windows Server 2003 Network Infrastructure","Networking packages, Microcomputer Networks, Certification Guides - General, Microcomputer Operating Environments, Networking - General, Computers, Computers - Communications / Networking, Computer Books And Software, Computer Books: Operating Systems, Certification Guides - MCSE, Certification Guides - Msce, Certification, Computer networks, Computers / Certification Guides / MSCE, Computers / Communications / Networking, Computers / Technical Skills, Computers/Networking - General, Electronic data process",http://covers.openlibrary.org/b/id/2122772-M.jpg
1638,LINQ in Action," Fabrice Marguerie,  Steve Eichert,  Jim Wooley",1,NULL,18/08/2013 10:47,linq-in-action,1933988169,,"Computer Programming, Microcomputer Application Software, Computers, Computers - Languages / Programming, Computer Books: General, Programming Languages - General, Computers / Languages / Programming, Computers / Programming Languages / General, Computers / Programming Languages / Visual BASIC, LINQ, Objects, XML, SQL, ADO.NET, C#, VB.NET, Visual Basic, query, lambda, expression, example, sample, code, Visual Studio, Computer Animation, Programming - General, Programming - Software Development",http://covers.openlibrary.org/b/id/2131150-M.jpg
1492,Cool Restaurants Istanbul,Cool Restaurants,9,NULL,17/08/2013 08:36,cool-restaurants-istanbul,3832791159,,"Interior design, Public buildings: civic, commercial, industrial, etc, Restaurant & pub guides, Travel, Travel - Foreign, Turkey, Middle East - Turkey, Restaurants, Europe - Eastern",http://covers.openlibrary.org/b/id/2247169-M.jpg
1326,"Core Java, Vol. 2"," Cay S. Horstmann,  Gary Cornell",2,NULL,12/08/2013 21:06,core-java-vol-2,132354799,"Advanced Features, 8th Edition","Computing and Information Technology, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming Languages - Java, Computers / Programming Languages / Java",http://covers.openlibrary.org/b/id/2322765-M.jpg
1823,Designing Social Web Applications (Voices That Matter), Joshua Porter,5,30/04/2012 12:42,17/08/2013 08:28,designing-social-web-applications-voices-that-matter,321534921,,"Internet, Social Interaction, Computers, Computer - Internet, Computer Books: Web Programming, Internet - General, Computers / Internet / General, Internet - Web Site Design, Sociology - General",http://covers.openlibrary.org/b/id/2384040-M.jpg
1335,Harnessing Hibernate,"James Elliott, Tim O'Brien, Ryan Fowler",2,NULL,12/08/2013 21:11,harnessing-hibernate,596517726,,"Object-oriented programming (OOP), Computers, Computers - Data Base Management, Computer Books: General, Data Modeling & Design, Programming - Object Oriented Programming, Programming - Software Development, Computers / Data Base Management, Computers / D",http://covers.openlibrary.org/b/id/2536427-M.jpg
1392,Online Marketing," Ravi Damani,  Chetan Damani,  Dana Farbo,  Jane Linton",8,NULL,14/08/2013 18:00,online-marketing,954905539,,"Business & Management, Sales & marketing",http://covers.openlibrary.org/b/id/2696503-M.jpg
1402,The Innovator's Dilemma, Clayton M. Christensen,8,NULL,12/08/2013 21:52,the-innovator-s-dilemma,60521996,The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),"Entrepreneurship, Success in business, Economics - General, Creative ability in business, Business & Economics, Business / Economics / Finance, Management - General, Business/Economics, Industrial management, Economics - Theory, Business & Economics / Eco",http://covers.openlibrary.org/b/id/27075-M.jpg
1448,Scientific Computing on Itanium-Based Systems," Marius Cornea,  John Harrison,  Ping Tak Peter Tang",7,NULL,15/08/2013 07:45,scientific-computing-on-itanium-based-systems,971288771,,"Computing and Information Technology, Computers, Computers - Languages / Programming, Computer Books: Languages, Microprocessors, Programming - Algorithms, Programming - General",http://covers.openlibrary.org/b/id/2713967-M.jpg
1435,Scrum and XP from the Trenches, Henrik Kniberg,8,NULL,12/08/2013 21:59,scrum-and-xp-from-the-trenches,1430322640,,"General Theory of Computing, General, Computers / General, Computers, Computers - General Information, Computer Books: General",http://covers.openlibrary.org/b/id/2860595-M.jpg
1935,Lessons Learned in Software Testing," Cem Kaner,  James Bach,  Bret Pettichord",7,02/05/2013 14:24,15/08/2013 07:22,lessons-learned-in-software-testing,471081124,,,http://covers.openlibrary.org/b/id/300601-M.jpg
1736,COM and the battle for the middle tier, Roger Sessions,1,NULL,18/08/2013 11:04,com-and-the-battle-for-the-middle-tier,471317179,,"COM (Computer architecture), Object-oriented methods (Computer science)",http://covers.openlibrary.org/b/id/303295-M.jpg
1641,MDX Solutions, George Spofford,1,NULL,18/08/2013 11:16,mdx-solutions,471400467,With Microsoft SQL Server Analysis Services,,http://covers.openlibrary.org/b/id/304368-M.jpg
1351,Java testing patterns,"Jon Thomas, Matthew Young",2,NULL,14/08/2013 17:20,java-testing-patterns,047144846X,,"Java (Computer program language), Computer software -- Development., Computer software -- Testing., Software patterns.",http://covers.openlibrary.org/b/id/304882-M.jpg
1363,Struts 2 in Action," Don Brown,  Chad Davis,  Scott Stanlick",2,NULL,12/08/2013 21:38,struts-2-in-action,193398807X,,"Programming - Software Development, Programming Languages - Java, Computers / Internet / World Wide Web, Computers / Languages / Programming, Computers / Programming / Software Development, Computers/Programming Languages - Java, struts, java, web 2.0, aj",http://covers.openlibrary.org/b/id/3063777-M.jpg
1728,ASP.NET 2.0 Instant Results (Programmer to Programmer)," Imar Spaanjaars,  Paul Wilton,  Shawn Livermore",1,NULL,18/08/2013 10:35,asp-net-2-0-instant-results-programmer-to-programmer,471749516,,,http://covers.openlibrary.org/b/id/306775-M.jpg
1444,Pattern-Oriented Software Architecture Volume 1," Frank Buschmann,  Regine Meunier,  Hans Rohnert,  Peter Sommerlad,  Michael Stal",7,NULL,15/08/2013 07:32,pattern-oriented-software-architecture-volume-1,471958697,A System of Patterns,"Computer architecture & logic design, Software engineering, Programming Languages - General, Computer Graphics, Computer Architecture, Computers - Languages / Programming, Programming - Software Development, Computer Books: General, Development, Computer ",http://covers.openlibrary.org/b/id/307484-M.jpg
1502,Numerical solution of partial differential equations, K. W. Morton,9,NULL,17/08/2013 09:03,numerical-solution-of-partial-differential-equations,521607930,,"Differential equations, Partial -- Numerical solutions.",http://covers.openlibrary.org/b/id/349314-M.jpg
1466,Introduction to lattices and order, B. A. Davey,7,NULL,15/08/2013 07:20,introduction-to-lattices-and-order,521784514,,Lattice theory.,http://covers.openlibrary.org/b/id/355208-M.jpg
1567,Object-oriented programming in Oberon-2, Hanspeter Mössenböck,4,NULL,17/08/2013 09:24,object-oriented-programming-in-oberon-2,3540600620,,"Oberon., Object-oriented programming (Computer science), Operating systems (Computers)",http://covers.openlibrary.org/b/id/3812282-M.jpg
1349,Java servlet programming, Jason Hunter,2,NULL,14/08/2013 17:19,java-servlet-programming,596000405,,"Java (Computer program language), Servlets",http://covers.openlibrary.org/b/id/388456-M.jpg
1708,VBScript pocket reference, Matt Childs,1,NULL,18/08/2013 11:58,vbscript-pocket-reference,596001266,,VBScript (Computer program language),http://covers.openlibrary.org/b/id/388510-M.jpg
1531,Ruby in a nutshell, Yukihiro Matsumoto,4,NULL,17/08/2013 10:08,ruby-in-a-nutshell,596002149,a desktop quick reference,"Object-oriented programming (Computer science), Ruby (Computer program language)",http://covers.openlibrary.org/b/id/388568-M.jpg
1566,Network Security with OpenSSL," John Viega,  Matt Messier,  Pravir Chandra",4,NULL,17/08/2013 09:24,network-security-with-openssl,059600270X,,,http://covers.openlibrary.org/b/id/388609-M.jpg
1536,TCP/IP Network Administration (3rd Edition; O'Reilly Networking), Craig Hunt,4,NULL,17/08/2013 10:01,tcp-ip-network-administration-3rd-edition-o-reilly-networking,596002971,,,http://covers.openlibrary.org/b/id/388631-M.jpg
1811,Shared source CLI essentials, David Stutz,1,13/04/2012 08:06,18/08/2013 12:11,shared-source-cli-essentials,059600351X,,"Internet programming, Microsoft .NET Framework, Virtual computer systems",http://covers.openlibrary.org/b/id/388673-M.jpg
1532,sed and awk Pocket Reference, Arnold Robbins,4,NULL,17/08/2013 10:07,sed-and-awk-pocket-reference--2,596003528,,,http://covers.openlibrary.org/b/id/388674-M.jpg
1533,sed and awk Pocket Reference, Arnold Robbins,4,NULL,17/08/2013 10:06,sed-and-awk-pocket-reference,596003528,,,http://covers.openlibrary.org/b/id/388674-M.jpg
1350,"Java Swing, Second Edition"," James Elliott,  Marc Loy,  David Wood,  Brian Cole",2,NULL,14/08/2013 17:19,java-swing-second-edition,596004087,,,http://covers.openlibrary.org/b/id/388719-M.jpg
1338,Enterprise JavaBeans, Richard Monson-Haefel,2,NULL,14/08/2013 16:02,enterprise-javabeans,059600530X,,"JavaBeans, Java (Computer program language)",http://covers.openlibrary.org/b/id/388811-M.jpg
1438,CVS Pocket Reference," Gregor Purdy,  Gregor N. Purdy",7,NULL,15/08/2013 07:01,cvs-pocket-reference,596005679,,,http://covers.openlibrary.org/b/id/388841-M.jpg
1848,Essential ActionScript 3.0, Colin Moock,4,24/05/2012 11:21,28/07/2014 12:08,essential-actionscript-3-0,596006527,,"Flash (Computer file), Computer animation, Web sites -- Design, ActionScript (Computer program language)",http://covers.openlibrary.org/b/id/388906-M.jpg
1882,Head First design patterns,"Eric Freeman, Elisabeth Robson, Bert Bates, Kathy Sierra",5,31/07/2012 13:47,15/08/2013 07:52,head-first-design-patterns,596007124,,"Computer software -- Development, Java (Computer program language)",http://covers.openlibrary.org/b/id/388950-M.jpg
1344,Java In A Nutshell, David Flanagan,2,NULL,14/08/2013 17:17,java-in-a-nutshell,596007736,,,http://covers.openlibrary.org/b/id/388999-M.jpg
1464,Head First Object-Oriented Analysis and Design," Brett D. McLaughlin,  Gary Pollice,  Dave West",7,NULL,15/08/2013 07:10,head-first-object-oriented-analysis-and-design,596008678,A Brain Friendly Guide to OOA&D (Head First),,http://covers.openlibrary.org/b/id/389065-M.jpg
1535,Switching to VoIP, Ted Wallingford,4,NULL,17/08/2013 10:01,switching-to-voip,596008686,,,http://covers.openlibrary.org/b/id/389066-M.jpg
1367,Enterprise JavaBeans 3.0 (5th Edition)," Bill Burke,  Richard Monson-Haefel",2,NULL,12/08/2013 21:08,enterprise-javabeans-3-0-5th-edition,059600978X,,,http://covers.openlibrary.org/b/id/389137-M.jpg
1299,Web Design in a Nutshell," Jennifer Niederst Robbins,  Tantek Çelik,  Derek Featherstone,  Aaron Gustafson",5,NULL,12/08/2013 20:32,web-design-in-a-nutshell,596009879,A Desktop Quick Reference (In a Nutshell (O'Reilly)),,http://covers.openlibrary.org/b/id/389140-M.jpg
1544,Unix in a Nutshell, Arnold Robbins,4,NULL,17/08/2013 09:50,unix-in-a-nutshell,596100299,,,http://covers.openlibrary.org/b/id/389157-M.jpg
1584,PHP in a Nutshell," Paul Hudson,  Paul Hudson",4,NULL,17/08/2013 09:21,php-in-a-nutshell,596100671,,,http://covers.openlibrary.org/b/id/389183-M.jpg
1688,SharePoint Office Pocket Guide, Jeff Webb,1,NULL,18/08/2013 12:10,sharepoint-office-pocket-guide,596101120,,,http://covers.openlibrary.org/b/id/389211-M.jpg
1340,Java Enterprise in a Nutshell," Jim Farley,  William Crawford,  Prakash Malani,  John Norman,  Justin Gehtland",2,NULL,14/08/2013 16:03,java-enterprise-in-a-nutshell,596101422,,,http://covers.openlibrary.org/b/id/389223-M.jpg
1534,SUSE Linux, Chris Brown,4,NULL,17/08/2013 10:02,suse-linux,059610183X,,,http://covers.openlibrary.org/b/id/389242-M.jpg
1637,Learning C# 2005," Jesse Liberty,  Brian MacDonald",1,NULL,18/08/2013 10:50,learning-c-2005,596102097,Get Started with C# 2.0 and .NET Programming (2nd Edition),,http://covers.openlibrary.org/b/id/389253-M.jpg
1530,Ruby Cookbook (Cookbooks (O'Reilly))," Lucas Carlson,  Leonard Richardson",4,NULL,17/08/2013 10:09,ruby-cookbook-cookbooks-o-reilly,596523696,,,http://covers.openlibrary.org/b/id/389276-M.jpg
1298,HTML & XHTML," Chuck Musciano,  Bill Kennedy",5,NULL,15/08/2013 07:53,html-xhtml,596527322,The Definitive Guide (6th Edition),,http://covers.openlibrary.org/b/id/389305-M.jpg
1296,CSS, Eric Meyer,5,NULL,17/08/2013 08:27,css,596527330,The Definitive Guide,,http://covers.openlibrary.org/b/id/389306-M.jpg
1942,Ajax on Rails, Scott Raymond,4,03/06/2013 11:33,17/08/2013 09:39,ajax-on-rails,596527446,,,http://covers.openlibrary.org/b/id/389311-M.jpg
1687,Pure Visual Basic, Dan Fox,1,NULL,18/08/2013 12:12,pure-visual-basic,067231598X,,"Microsoft Visual BASIC., BASIC (Computer program language)",http://covers.openlibrary.org/b/id/410492-M.jpg
1700,Sams Teach Yourself Active Server Pages 3.0 in 21 Days," Scott Mitchell,  James Atkinson",1,NULL,18/08/2013 12:02,sams-teach-yourself-active-server-pages-3-0-in-21-days,672318636,,"Computer Programming, World Wide Web (WWW), Web servers, Design, Computer Networks, Microcomputer Application Software, World Wide Web, Computers, Computers - Languages / Programming, Programming Languages - HTML, Computer Books: Internet General, Networking - General, Internet - Web Site Design, Computers / Programming Languages / General, Web site development, Active server pages",http://covers.openlibrary.org/b/id/410597-M.jpg
1317,Sams Teach Yourself Transact-SQL in 21 Days (2nd Edition), Lowell Mauer,3,NULL,12/08/2013 20:55,sams-teach-yourself-transact-sql-in-21-days-2nd-edition,672319675,,"Databases & data structures, Electronic mail (email), SQL, Relational Databases, Sql (Programming Language), Computers, Computers - Languages / Programming, Computer Books: General, SQL (Computer program language, Database Management - SQL Server, Program",http://covers.openlibrary.org/b/id/410633-M.jpg
1702,Sams Teach Yourself Transact-SQL in 21 Days (2nd Edition), Lowell Mauer,1,NULL,18/08/2013 12:01,sams-teach-yourself-transact-sql-in-21-days-2nd-edition--2,672319675,,"Databases & data structures, Electronic mail (email), SQL, Relational Databases, Sql (Programming Language), Computers, Computers - Languages / Programming, Computer Books: General, SQL (Computer program language, Database Management - SQL Server, Programming Languages - SQL, Computers / Programming Languages / SQL, Database Management - General, SQL (Computer program language)",http://covers.openlibrary.org/b/id/410633-M.jpg
1318,Sams teach yourself SQL in 21 days, Ryan K. Stephens,3,NULL,12/08/2013 20:56,sams-teach-yourself-sql-in-21-days,672324512,,SQL (Computer program language),http://covers.openlibrary.org/b/id/410888-M.jpg
1320,Sams teach yourself Microsoft SQL server 2000 in 21 days, Richard Waymire,3,NULL,12/08/2013 20:55,sams-teach-yourself-microsoft-sql-server-2000-in-21-days,672324695,,"SQL server., Client/server computing., Relational databases.",http://covers.openlibrary.org/b/id/410900-M.jpg
1644,Microsoft BizTalk server 2004 unleashed,"Scott Woodgate, Stephen Mohr, Brian Loesgen",1,NULL,18/08/2013 11:14,microsoft-biztalk-server-2004-unleashed,672325985,,"Microsoft BizTalk server., Client/server computing.",http://covers.openlibrary.org/b/id/410984-M.jpg
1287,Macromedia Flash MX Professional 2004 Unleashed," David Vogeleer,  Matthew Pizzi",5,NULL,15/08/2013 07:51,macromedia-flash-mx-professional-2004-unleashed,067232606X,,"Internet languages, Multimedia, Web sites, Design, Multi-Media Hardware & Software, Computers, Computers - Other Applications, Programming - General, Computer Books: General, Flash (Computer file), Computer Graphics - General, Internet - Web Site Design, ",http://covers.openlibrary.org/b/id/410988-M.jpg
1773,Windows Presentation Foundation Unleashed (WPF) (Unleashed), Adam Nathan,1,NULL,18/08/2013 11:51,windows-presentation-foundation-unleashed-wpf-unleashed,672328917,,"Computer Programming, Internet, Microcomputer Application Software, Microcomputer Operating Environments, Computers, Computers - Languages / Programming, Computer Books: Operating Systems, Computers / Networking / General, Computers - Communications / Networking, Operating Systems - Windows, Programming - General, Application software, Microsoft .NET Framework",http://covers.openlibrary.org/b/id/411165-M.jpg
1792,The 7 Habits of Highly Effective People, Stephen R. Covey,8,26/03/2012 11:48,12/08/2013 21:53,the-7-habits-of-highly-effective-people,684858398,,"Popular psychology, Self-Help & Practical Interests, Self-Help",http://covers.openlibrary.org/b/id/428058-M.jpg
1640,MCDBA SQL Server 2000 database design study guide (exam 70-229), Jeffrey Bane,1,NULL,18/08/2013 11:17,mcdba-sql-server-2000-database-design-study-guide-exam-70-229,72126930,,"SQL server., Electronic data processing personnel -- Certification., Microsoft software -- Examinations -- Study guides., Database design -- Examinations -- Study guides.",http://covers.openlibrary.org/b/id/4294290-M.jpg
1853,Design patterns, Erich Gamma,7,07/06/2012 11:41,15/08/2013 07:01,design-patterns,201633612,Elements of reusable object orientated software,,http://covers.openlibrary.org/b/id/4606653-M.jpg
1649,Microsoft Backoffice Small Business Server 4.5 Resource Kit, Microsoft Corporation.,1,NULL,18/08/2013 11:08,microsoft-backoffice-small-business-server-4-5-resource-kit,735605777,,"Networking - General, Distributed Computer Systems, Computers, Computers - Integrated Software, Computer Books And Software, Programming Languages - General, Microsoft BackOffice, Business Software - General, Client-Server Computing - General, Computer Communications & Networking, Computer Software Packages, Systems management, Client/server computing",http://covers.openlibrary.org/b/id/461002-M.jpg
1684,Programming Microsoft Office 2000 Web Components (Microsoft Programming Series), Dave Stearns,1,NULL,18/08/2013 12:14,programming-microsoft-office-2000-web-components-microsoft-programming-series,073560794X,,"Programming - Software Development, Internet programming, Microcomputer Integrated Application Software, Computers, Computers - Integrated Software, World Wide Web, Computer Books: Integrated Systems, Web site development, Business Software - MSOffice, Microsoft Office, General, Design",http://covers.openlibrary.org/b/id/461061-M.jpg
1652,Microsoft(r) SQL Server(tm) 2000 Analysis Services Step by Step," OLAP Train,  Reed Jacobson",1,NULL,18/08/2013 11:47,microsoft-r-sql-server-tm-2000-analysis-services-step-by-step,735609047,,"Programming - Software Development, Database Management - General, Computers - Languages / Programming, OLAP technology, Management Information Systems, Decision Support Computing, Computers / General, Computer Books: Database, Artificial Intelligence - General, Data Modeling & Design, Database software, SQL, Distributed Computer Systems, Computers",http://covers.openlibrary.org/b/id/461088-M.jpg
1634,Introducing Microsoft(r) Exchange 2000 Server, Joanne Woodcock,1,NULL,18/08/2013 10:52,introducing-microsoft-r-exchange-2000-server,735609608,,"Groupware - Exchange, Computers - Communications / Networking, Networking - General, Microcomputer Communication Software, Data Transmission Systems - Electronic Mail, Books, Computers / General, Computers, Client/server computing, Electronic mail (email), Electronic Mail, Computer Books: Operating Systems, Microsoft Exchange server",http://covers.openlibrary.org/b/id/461105-M.jpg
1621,Designing Secure Web-Based Applications for Microsoft(r) Windows(r) 2000, Michael Howard,1,NULL,18/08/2013 11:00,designing-secure-web-based-applications-for-microsoft-r-windows-r-2000,735609950,,"Security, World Wide Web, Operating Systems - Windows 2000, Microsoft Windows, Computers, Computers - Languages / Programming, Web sites, Computer Books: Operating Systems, Security measures, Programming - Software Development, Computer Programming, Computers / General, Internet, Operating Systems - Windows, Microsoft Windows (Computer fi",http://covers.openlibrary.org/b/id/461115-M.jpg
1650,Inside Microsoft SQL Server 2000, Kalen Delaney,1,NULL,18/08/2013 11:08,inside-microsoft-sql-server-2000,735609985,,"Programming Languages - SQL, Computers - Data Base Management, Sql (Programming Language), Relational Databases, Database Management - SQL Server, Computers / General, Computers, Database Management - General, Client/server computing, Database software, SQL, Computer Books And Software, SQL server",http://covers.openlibrary.org/b/id/461116-M.jpg
1611,MCSE Microsoft SQL Server 2000 Database Design and Implementation," Sharon Bjeletich,  Eddy Hahn",1,NULL,18/08/2013 11:03,mcse-microsoft-sql-server-2000-database-design-and-implementation,073561251X,Readiness Review Exam 70-229 (Pro-Certification),"Relational Databases, Design, Computers, Sql (Programming Language), Examinations, Computers - Certification, Databases, Database Management - SQL Server, Study guides, Certification - MCSE, Database Management - General, Computer Software Packages, Databases & data structures, Certification, Electronic data processing personnel, Certification Guides - General, Programming Languages - SQL, Computer Books And Software, Microsoft software",http://covers.openlibrary.org/b/id/461182-M.jpg
1685,Programming Windows with C# (Core Reference), Charles Petzold,1,NULL,18/08/2013 12:14,programming-windows-with-c-core-reference,735613702,,"Microsoft Windows, Programming languages, Programming - Software Development, Microsoft Windows (Computer fi, Microcomputer Operating Environments, Object-Oriented Programming, Computers, Computers - Languages / Programming, Programming - Object Oriented Programming, Computer Books And Software, Operating Systems - Windows, Microsoft Windows (Computer file), Programming Languages - General, Computers / Programming / Software Development, Interactive & Multimedia, C# (Computer program language)",http://covers.openlibrary.org/b/id/461226-M.jpg
1624,MCAD/MCSD Self-Paced Training Kit," Microsoft Corporation.,  Microsoft Corporation.",1,NULL,18/08/2013 10:59,mcad-mcsd-self-paced-training-kit,735615861,Developing XML Web Services and Server Components with Microsoft Visual Basic .NET and Microsoft Visual C# .NET,"Study guides, Internet - World Wide Web, Desktop Publishing, Tests, Microsoft software, Computers - Certification, Internet - General, Examinations, Electronic data processing per, Certification Guides - MCSD, Programming Languages - Visual BASIC, Programming Languages - XML, Computers / Database Management / General, Computer Books And Software, Microsoft .NET Framework, Certification, Computer Programming, World Wide Web (WWW), Computer Networks, Computers, Electronic data processing personnel",http://covers.openlibrary.org/b/id/461344-M.jpg
1595,Microsoft .NET XML Web Services Step by Step," Adam Freeman,  Allen Jones,  Adam Freeman",1,NULL,18/08/2013 10:42,microsoft-net-xml-web-services-step-by-step,735617201,,"Programming Languages - XML, Hardware - Personal Computers - General, Web sites, Computers - Languages / Programming, Programming Languages - HTML, Programming - Object Oriented Programming, Microcomputer Application Software, Computers / Programming / Object Oriented, Computer Programming Languages, Web site development, Computer Programming, Databases & data structures, XML, Computers, Computer Books: Web Programming, Design, Microsoft .NET",http://covers.openlibrary.org/b/id/461357-M.jpg
1599,Application Architecture for .NET, Microsoft Corporation.,1,NULL,18/08/2013 10:37,application-architecture-for-net,735618372,Designing Applications and Services (Designing Applications & Serv),"Computers - Languages / Programming, Programming - General, Computers / General, Computers, General, Computer Bks - Languages / Programming, Computer Communications & Networking, Computer architecture & logic design, Computer Books: General",http://covers.openlibrary.org/b/id/461399-M.jpg
